SPN name,SPN,FMI,source
Battery OverheatingFault Code 30,517287,31,REAR_IO_2_ECU
Powertrain Communication TimeoutFault Code 31,517288,31,REAR_IO_2_ECU
HVAC System FaultFault Code 6,517289,31,REAR_IO_2_ECU
Motor Controller FaultFault Code 18,517290,31,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 29,517291,31,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 5,517292,31,REAR_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 14,517293,31,REAR_IO_2_ECU
Battery Cell ImbalanceFault Code 1,517294,31,REAR_IO_2_ECU
Motor Controller FaultFault Code 26,517295,31,REAR_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 12,517296,31,REAR_IO_2_ECU
Motor Controller FaultFault Code 16,517297,31,REAR_IO_2_ECU
Battery Cooling System ErrorFault Code 27,517298,31,REAR_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 24,517299,31,REAR_IO_2_ECU
DC-DC Converter MalfunctionFault Code 20,517300,31,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 4,517301,31,REAR_IO_2_ECU
Inverter OverloadFault Code 21,517302,31,REAR_IO_2_ECU
DC-DC Converter MalfunctionFault Code 3,517303,31,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 19,517304,31,REAR_IO_2_ECU
Inverter OverloadFault Code 1,517305,31,REAR_IO_2_ECU
DC-DC Converter MalfunctionFault Code 2,517306,31,REAR_IO_2_ECU
Battery Cooling System ErrorFault Code 29,517307,31,REAR_IO_2_ECU
Inverter OverloadFault Code 14,517308,31,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 4,517309,31,REAR_IO_2_ECU
Battery OverheatingFault Code 5,517310,31,REAR_IO_2_ECU
DC-DC Converter MalfunctionFault Code 3,517311,31,REAR_IO_2_ECU
Drive Motor OverloadFault Code 15,517312,31,REAR_IO_2_ECU
Battery Cell ImbalanceFault Code 30,517313,31,REAR_IO_2_ECU
Thermal Management System FailureFault Code 10,517314,31,REAR_IO_2_ECU
Motor Controller FaultFault Code 8,517315,31,REAR_IO_2_ECU
Traction Control System FailureFault Code 26,517316,31,REAR_IO_2_ECU
Traction Control System FailureFault Code 17,517317,31,REAR_IO_2_ECU
Drive Motor OverloadFault Code 29,517318,31,REAR_IO_2_ECU
Powertrain Communication TimeoutFault Code 20,517319,31,REAR_IO_2_ECU
Traction Control System FailureFault Code 7,517320,31,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 14,517321,31,REAR_IO_2_ECU
DC-DC Converter MalfunctionFault Code 16,517322,31,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 25,517323,31,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 20,517324,31,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 8,517325,31,REAR_IO_2_ECU
Battery OverheatingFault Code 13,517326,31,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 7,517327,31,REAR_IO_2_ECU
Battery OverheatingFault Code 7,517328,31,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 11,517329,31,REAR_IO_2_ECU
Traction Control System FailureFault Code 23,517330,31,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 22,517331,31,REAR_IO_2_ECU
Drive Motor OverloadFault Code 24,517332,31,REAR_IO_2_ECU
Thermal Management System FailureFault Code 10,517333,31,REAR_IO_2_ECU
Inverter OverloadFault Code 20,517334,31,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 24,517335,31,REAR_IO_2_ECU
High Voltage DisconnectFault Code 5,517336,31,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 11,517337,31,REAR_IO_2_ECU
High Voltage DisconnectFault Code 2,517338,31,REAR_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 17,517339,31,REAR_IO_2_ECU
Powertrain Communication TimeoutFault Code 19,2396,7,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 27,400009,16,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 27,400009,0,REAR_IO_2_ECU
HVAC System FaultFault Code 16,400010,16,REAR_IO_2_ECU
HVAC System FaultFault Code 16,400010,0,REAR_IO_2_ECU
Battery OverheatingFault Code 10,400005,0,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 30,400003,0,REAR_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,0,REAR_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 1,400004,19,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,1,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,0,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,18,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 1,168,16,REAR_IO_2_ECU
Traction Control System FailureFault Code 15,516100,1,REAR_IO_2_ECU
Traction Control System FailureFault Code 15,516100,0,REAR_IO_2_ECU
Inverter OverloadFault Code 15,519499,16,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,2,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,18,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 29,519455,12,REAR_IO_2_ECU
Charging Station MismatchFault Code 24,519365,13,REAR_IO_2_ECU
Charging Station MismatchFault Code 24,519365,2,REAR_IO_2_ECU
Charging Station MismatchFault Code 24,519365,12,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 16,519364,11,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 16,519364,0,REAR_IO_2_ECU
Battery Cell ImbalanceFault Code 5,519477,18,REAR_IO_2_ECU
Thermal Management System FailureFault Code 6,519476,0,REAR_IO_2_ECU
Battery Cell ImbalanceFault Code 1,519478,0,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 18,519479,0,REAR_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 14,519480,0,REAR_IO_2_ECU
HVAC System FaultFault Code 3,519481,0,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 18,519482,0,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 16,519483,0,REAR_IO_2_ECU
Regenerative Braking ErrorFault Code 14,519484,0,REAR_IO_2_ECU
Battery State of Charge ErrorFault Code 14,519494,0,REAR_IO_2_ECU
Vehicle Speed Sensor FaultFault Code 30,519495,0,REAR_IO_2_ECU
Isolation Fault DetectedFault Code 5,400000,16,REAR_IO_2_ECU
Electric Drive Unit OvercurrentFault Code 6,400001,16,REAR_IO_2_ECU
Charge Port Communication ErrorFault Code 31,400013,0,DCU_ECU
Charge Port Communication ErrorFault Code 31,400013,1,DCU_ECU
Charge Port Communication ErrorFault Code 31,400013,2,DCU_ECU
DC-DC Converter MalfunctionFault Code 30,519320,1,DCU_ECU
DC-DC Converter MalfunctionFault Code 30,519320,0,DCU_ECU
Regenerative Braking ErrorFault Code 28,519326,1,DCU_ECU
Regenerative Braking ErrorFault Code 28,519326,0,DCU_ECU
Battery State of Charge ErrorFault Code 8,519325,1,DCU_ECU
Battery State of Charge ErrorFault Code 8,519325,0,DCU_ECU
Powertrain Communication TimeoutFault Code 13,519323,1,DCU_ECU
Powertrain Communication TimeoutFault Code 13,519323,0,DCU_ECU
Charging Station MismatchFault Code 17,519400,16,DCU_ECU
High Voltage DisconnectFault Code 30,519338,16,DCU_ECU
Traction Control System FailureFault Code 29,519319,16,DCU_ECU
Charge Port Communication ErrorFault Code 8,519028,6,DCU_ECU
Thermal Management System FailureFault Code 13,519029,6,DCU_ECU
Isolation Fault DetectedFault Code 28,519030,6,DCU_ECU
Thermal Management System FailureFault Code 12,519031,6,DCU_ECU
Charge Port Communication ErrorFault Code 28,519032,6,DCU_ECU
Traction Control System FailureFault Code 24,519033,6,DCU_ECU
Regenerative Braking ErrorFault Code 31,519034,6,DCU_ECU
Charge Port Communication ErrorFault Code 12,519035,6,DCU_ECU
Charge Port Communication ErrorFault Code 22,519060,3,DCU_ECU
Battery OverheatingFault Code 24,519061,3,DCU_ECU
Thermal Management System FailureFault Code 25,519062,3,DCU_ECU
Traction Control System FailureFault Code 29,519063,3,DCU_ECU
HVAC System FaultFault Code 25,519064,3,DCU_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,3,DCU_ECU
HVAC System FaultFault Code 24,519066,3,DCU_ECU
Powertrain Communication TimeoutFault Code 22,519067,3,DCU_ECU
Charge Port Communication ErrorFault Code 22,519060,4,DCU_ECU
Battery OverheatingFault Code 24,519061,4,DCU_ECU
Thermal Management System FailureFault Code 25,519062,4,DCU_ECU
Traction Control System FailureFault Code 29,519063,4,DCU_ECU
HVAC System FaultFault Code 25,519064,4,DCU_ECU
Vehicle Speed Sensor FaultFault Code 15,519065,4,DCU_ECU
HVAC System FaultFault Code 24,519066,4,DCU_ECU
Powertrain Communication TimeoutFault Code 22,519067,4,DCU_ECU
Battery Cooling System ErrorFault Code 11,516996,16,DCU_ECU
Inverter OverloadFault Code 26,516997,16,DCU_ECU
Isolation Fault DetectedFault Code 9,516998,16,DCU_ECU
DC-DC Converter MalfunctionFault Code 19,516999,16,DCU_ECU
Vehicle Speed Sensor FaultFault Code 19,519000,16,DCU_ECU
Battery Cell ImbalanceFault Code 9,519001,16,DCU_ECU
Electric Drive Unit OvercurrentFault Code 7,519002,16,DCU_ECU
Battery Cooling System ErrorFault Code 17,519003,16,DCU_ECU
Battery OverheatingFault Code 13,519004,16,DCU_ECU
Regenerative Braking ErrorFault Code 21,519005,16,DCU_ECU
HVAC System FaultFault Code 13,519006,16,DCU_ECU
Inverter OverloadFault Code 6,519007,16,DCU_ECU
High Voltage DisconnectFault Code 7,519008,16,DCU_ECU
Inverter OverloadFault Code 12,519009,16,DCU_ECU
Inverter OverloadFault Code 6,519010,16,DCU_ECU
Battery OverheatingFault Code 16,519011,16,DCU_ECU
Brake Pressure Sensor ErrorFault Code 22,519012,16,DCU_ECU
Isolation Fault DetectedFault Code 26,519013,16,DCU_ECU
Charging Station MismatchFault Code 28,519014,16,DCU_ECU
High Voltage DisconnectFault Code 12,519015,16,DCU_ECU
Vehicle Speed Sensor FaultFault Code 14,519493,0,DCU_ECU
Battery Cell ImbalanceFault Code 1,519300,0,DCU_ECU
Motor Controller FaultFault Code 18,519301,16,DCU_ECU
Inverter OverloadFault Code 25,519337,16,DCU_ECU
Motor Controller FaultFault Code 10,519347,16,DCU_ECU
High Voltage DisconnectFault Code 16,519348,16,DCU_ECU
Battery OverheatingFault Code 12,519349,16,DCU_ECU
Motor Controller FaultFault Code 21,519350,16,DCU_ECU
Inverter OverloadFault Code 19,519351,16,DCU_ECU
Vehicle Speed Sensor FaultFault Code 26,519352,16,DCU_ECU
Drive Motor OverloadFault Code 9,519303,16,DCU_ECU
Powertrain Communication TimeoutFault Code 17,519305,16,DCU_ECU
Traction Control System FailureFault Code 3,519307,16,DCU_ECU
Regenerative Braking ErrorFault Code 7,519309,16,DCU_ECU
Inverter OverloadFault Code 4,519311,16,DCU_ECU
Motor Controller FaultFault Code 4,519313,16,DCU_ECU
Brake Pressure Sensor ErrorFault Code 24,519304,16,DCU_ECU
Brake Pressure Sensor ErrorFault Code 16,519306,16,DCU_ECU
Traction Control System FailureFault Code 10,519308,16,DCU_ECU
Charge Port Communication ErrorFault Code 22,519310,16,DCU_ECU
Isolation Fault DetectedFault Code 28,519312,16,DCU_ECU
Powertrain Communication TimeoutFault Code 20,519314,16,DCU_ECU
Battery Cell ImbalanceFault Code 13,519327,0,DCU_ECU
Charging Station MismatchFault Code 23,519328,0,DCU_ECU
Battery Cell ImbalanceFault Code 22,519329,0,DCU_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,0,DCU_ECU
HVAC System FaultFault Code 7,519331,0,DCU_ECU
Battery Cell ImbalanceFault Code 11,519332,0,DCU_ECU
Battery Cell ImbalanceFault Code 13,519327,16,DCU_ECU
Charging Station MismatchFault Code 23,519328,16,DCU_ECU
Battery Cell ImbalanceFault Code 22,519329,16,DCU_ECU
Electric Drive Unit OvercurrentFault Code 10,519330,16,DCU_ECU
HVAC System FaultFault Code 7,519331,16,DCU_ECU
Battery Cell ImbalanceFault Code 11,519332,16,DCU_ECU
Inverter OverloadFault Code 3,519485,0,DCU_ECU
Battery OverheatingFault Code 18,519486,0,DCU_ECU
Inverter OverloadFault Code 3,519485,16,DCU_ECU
Battery OverheatingFault Code 18,519486,16,DCU_ECU
DC-DC Converter MalfunctionFault Code 12,519355,31,DCU_ECU
Charge Port Communication ErrorFault Code 11,519356,31,DCU_ECU
Thermal Management System FailureFault Code 17,519357,31,DCU_ECU
Battery Cell ImbalanceFault Code 10,519358,31,DCU_ECU
Inverter OverloadFault Code 9,519359,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 26,519360,31,DCU_ECU
Motor Controller FaultFault Code 17,400011,2,DCU_ECU
Motor Controller FaultFault Code 17,400011,13,DCU_ECU
Battery Cooling System ErrorFault Code 29,516000,2,DCU_ECU
Inverter OverloadFault Code 15,400012,0,DCU_ECU
Inverter OverloadFault Code 15,400012,1,DCU_ECU
Inverter OverloadFault Code 15,400012,2,DCU_ECU
Inverter OverloadFault Code 15,400012,3,DCU_ECU
Inverter OverloadFault Code 15,400012,4,DCU_ECU
Inverter OverloadFault Code 15,400012,5,DCU_ECU
Charge Port Communication ErrorFault Code 25,400008,16,DCU_ECU
Charge Port Communication ErrorFault Code 25,400008,0,DCU_ECU
Charging Station MismatchFault Code 4,400006,16,DCU_ECU
Charging Station MismatchFault Code 4,400006,0,DCU_ECU
Battery OverheatingFault Code 24,400014,0,DCU_ECU
Battery OverheatingFault Code 24,400014,2,DCU_ECU
Thermal Management System FailureFault Code 1,518375,14,DCU_ECU
Battery Cooling System ErrorFault Code 8,518348,31,DCU_ECU
Thermal Management System FailureFault Code 1,518375,14,DCU_ECU
Battery OverheatingFault Code 25,518349,31,DCU_ECU
Powertrain Communication TimeoutFault Code 24,518350,31,DCU_ECU
Traction Control System FailureFault Code 30,518339,31,DCU_ECU
Charge Port Communication ErrorFault Code 23,518343,31,DCU_ECU
High Voltage DisconnectFault Code 27,518344,31,DCU_ECU
Thermal Management System FailureFault Code 1,518345,31,DCU_ECU
Inverter OverloadFault Code 23,518389,12,DCU_ECU
Powertrain Communication TimeoutFault Code 26,518390,12,DCU_ECU
Regenerative Braking ErrorFault Code 26,518391,12,DCU_ECU
Battery State of Charge ErrorFault Code 4,518340,31,DCU_ECU
Battery OverheatingFault Code 17,519696,2,DCU_ECU
Brake Pressure Sensor ErrorFault Code 4,519697,11,DCU_ECU
Motor Controller FaultFault Code 5,519695,2,DCU_ECU
Vehicle Speed Sensor FaultFault Code 12,519693,2,DCU_ECU
Inverter OverloadFault Code 31,519692,2,DCU_ECU
Thermal Management System FailureFault Code 15,6597,11,DCU_ECU
Charge Port Communication ErrorFault Code 5,519698,11,DCU_ECU
Battery Cooling System ErrorFault Code 9,524,19,DCU_ECU
Drive Motor OverloadFault Code 27,519362,31,DCU_ECU
Motor Controller FaultFault Code 20,519361,31,DCU_ECU
Battery Cooling System ErrorFault Code 16,515000,2,DCU_ECU
High Voltage DisconnectFault Code 26,6598,11,DCU_ECU
Inverter OverloadFault Code 14,6599,11,DCU_ECU
Traction Control System FailureFault Code 22,518693,13,DCU_ECU
HVAC System FaultFault Code 27,4963,31,DCU_ECU
Motor Controller FaultFault Code 22,4952,31,DCU_ECU
High Voltage DisconnectFault Code 30,4964,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 19,4965,31,DCU_ECU
Charging Station MismatchFault Code 6,4953,31,DCU_ECU
Charging Station MismatchFault Code 2,4954,31,DCU_ECU
Vehicle Speed Sensor FaultFault Code 5,4973,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 21,4962,31,DCU_ECU
High Voltage DisconnectFault Code 7,518676,8,DCU_ECU
Drive Motor OverloadFault Code 10,518676,13,DCU_ECU
Vehicle Speed Sensor FaultFault Code 19,518589,13,DCU_ECU
Battery Cell ImbalanceFault Code 30,518590,13,DCU_ECU
Battery Cooling System ErrorFault Code 14,518597,13,DCU_ECU
Drive Motor OverloadFault Code 18,518598,13,DCU_ECU
Thermal Management System FailureFault Code 25,518591,13,DCU_ECU
Charging Station MismatchFault Code 13,518592,13,DCU_ECU
Drive Motor OverloadFault Code 26,518593,13,DCU_ECU
DC-DC Converter MalfunctionFault Code 19,518594,13,DCU_ECU
Battery Cell ImbalanceFault Code 19,518595,13,DCU_ECU
Battery OverheatingFault Code 15,518596,13,DCU_ECU
Powertrain Communication TimeoutFault Code 1,518583,13,DCU_ECU
Battery OverheatingFault Code 11,518584,13,DCU_ECU
Vehicle Speed Sensor FaultFault Code 24,518585,13,DCU_ECU
Motor Controller FaultFault Code 22,518586,13,DCU_ECU
Inverter OverloadFault Code 21,518587,13,DCU_ECU
HVAC System FaultFault Code 1,518588,13,DCU_ECU
Battery Cooling System ErrorFault Code 25,518500,14,DCU_ECU
Charge Port Communication ErrorFault Code 11,518501,13,DCU_ECU
Inverter OverloadFault Code 5,1438,14,DCU_ECU
Charging Station MismatchFault Code 20,518272,2,DCU_ECU
Isolation Fault DetectedFault Code 21,518273,2,DCU_ECU
Drive Motor OverloadFault Code 3,518276,2,DCU_ECU
Battery Cell ImbalanceFault Code 20,518277,2,DCU_ECU
Charging Station MismatchFault Code 20,510302,31,DCU_ECU
Battery Cooling System ErrorFault Code 17,510301,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 29,518275,2,DCU_ECU
Battery State of Charge ErrorFault Code 4,518274,14,DCU_ECU
Regenerative Braking ErrorFault Code 22,1439,2,DCU_ECU
Electric Drive Unit OvercurrentFault Code 21,518545,12,DCU_ECU
Inverter OverloadFault Code 5,518544,12,DCU_ECU
Traction Control System FailureFault Code 9,518544,2,DCU_ECU
Brake Pressure Sensor ErrorFault Code 26,518714,12,DCU_ECU
Drive Motor OverloadFault Code 5,518714,2,DCU_ECU
Motor Controller FaultFault Code 31,517200,31,DCU_ECU
Regenerative Braking ErrorFault Code 2,517201,31,DCU_ECU
Regenerative Braking ErrorFault Code 19,517202,31,DCU_ECU
Vehicle Speed Sensor FaultFault Code 27,517203,31,DCU_ECU
Drive Motor OverloadFault Code 27,517204,31,DCU_ECU
High Voltage DisconnectFault Code 26,517205,31,DCU_ECU
Brake Pressure Sensor ErrorFault Code 3,517206,31,DCU_ECU
Powertrain Communication TimeoutFault Code 2,517207,31,DCU_ECU
HVAC System FaultFault Code 26,517208,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 18,517209,31,DCU_ECU
Battery Cell ImbalanceFault Code 7,517210,31,DCU_ECU
Isolation Fault DetectedFault Code 14,517211,31,DCU_ECU
Charge Port Communication ErrorFault Code 11,517212,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 3,517213,31,DCU_ECU
Isolation Fault DetectedFault Code 2,517214,31,DCU_ECU
Inverter OverloadFault Code 7,517215,31,DCU_ECU
Inverter OverloadFault Code 27,517216,31,DCU_ECU
Battery OverheatingFault Code 24,517217,31,DCU_ECU
Charging Station MismatchFault Code 28,517218,31,DCU_ECU
Traction Control System FailureFault Code 8,517219,31,DCU_ECU
Brake Pressure Sensor ErrorFault Code 30,517220,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 14,517221,31,DCU_ECU
Thermal Management System FailureFault Code 12,517222,31,DCU_ECU
Powertrain Communication TimeoutFault Code 26,517223,31,DCU_ECU
High Voltage DisconnectFault Code 18,517224,31,DCU_ECU
Drive Motor OverloadFault Code 10,517225,31,DCU_ECU
Regenerative Braking ErrorFault Code 2,517226,31,DCU_ECU
Battery OverheatingFault Code 11,517227,31,DCU_ECU
Drive Motor OverloadFault Code 23,517228,31,DCU_ECU
Charge Port Communication ErrorFault Code 5,517229,31,DCU_ECU
Battery OverheatingFault Code 27,517230,31,DCU_ECU
Regenerative Braking ErrorFault Code 14,517231,31,DCU_ECU
Isolation Fault DetectedFault Code 20,517232,31,DCU_ECU
Inverter OverloadFault Code 1,517233,31,DCU_ECU
Isolation Fault DetectedFault Code 6,517234,31,DCU_ECU
Isolation Fault DetectedFault Code 9,517235,31,DCU_ECU
Charge Port Communication ErrorFault Code 12,517236,31,DCU_ECU
Brake Pressure Sensor ErrorFault Code 11,517237,31,DCU_ECU
Battery Cooling System ErrorFault Code 20,517238,31,DCU_ECU
High Voltage DisconnectFault Code 8,517239,31,DCU_ECU
Regenerative Braking ErrorFault Code 19,517240,31,DCU_ECU
Thermal Management System FailureFault Code 29,517241,31,DCU_ECU
Traction Control System FailureFault Code 3,517242,31,DCU_ECU
Inverter OverloadFault Code 14,517243,31,DCU_ECU
Electric Drive Unit OvercurrentFault Code 28,517244,31,DCU_ECU
HVAC System FaultFault Code 31,517245,31,DCU_ECU
Charging Station MismatchFault Code 10,517246,31,DCU_ECU
Isolation Fault DetectedFault Code 1,517247,31,DCU_ECU
HVAC System FaultFault Code 31,517248,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 6,517249,31,DCU_ECU
Charging Station MismatchFault Code 3,517250,31,DCU_ECU
Charge Port Communication ErrorFault Code 21,517251,31,DCU_ECU
Powertrain Communication TimeoutFault Code 8,517252,31,DCU_ECU
Drive Motor OverloadFault Code 29,517253,31,DCU_ECU
Thermal Management System FailureFault Code 26,517254,31,DCU_ECU
Powertrain Communication TimeoutFault Code 31,517255,31,DCU_ECU
Charging Station MismatchFault Code 16,517256,31,DCU_ECU
Battery Cell ImbalanceFault Code 30,517257,31,DCU_ECU
Charging Station MismatchFault Code 19,517258,31,DCU_ECU
Thermal Management System FailureFault Code 14,517259,31,DCU_ECU
Inverter OverloadFault Code 17,517260,31,DCU_ECU
Electric Drive Unit OvercurrentFault Code 11,517261,31,DCU_ECU
Inverter OverloadFault Code 21,517262,31,DCU_ECU
Battery OverheatingFault Code 10,517263,31,DCU_ECU
High Voltage DisconnectFault Code 21,517264,31,DCU_ECU
Isolation Fault DetectedFault Code 15,517265,31,DCU_ECU
Isolation Fault DetectedFault Code 21,517266,31,DCU_ECU
Powertrain Communication TimeoutFault Code 1,517267,31,DCU_ECU
Battery State of Charge ErrorFault Code 21,517268,31,DCU_ECU
Vehicle Speed Sensor FaultFault Code 11,517269,31,DCU_ECU
Charging Station MismatchFault Code 30,517270,31,DCU_ECU
Inverter OverloadFault Code 8,517271,31,DCU_ECU
Motor Controller FaultFault Code 21,517272,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 23,517273,31,DCU_ECU
Motor Controller FaultFault Code 20,517274,31,DCU_ECU
Vehicle Speed Sensor FaultFault Code 8,517275,31,DCU_ECU
Inverter OverloadFault Code 11,517276,31,DCU_ECU
Charging Station MismatchFault Code 20,517277,31,DCU_ECU
Isolation Fault DetectedFault Code 13,517278,31,DCU_ECU
Charge Port Communication ErrorFault Code 16,517279,31,DCU_ECU
Battery OverheatingFault Code 14,517280,31,DCU_ECU
Thermal Management System FailureFault Code 8,517281,31,DCU_ECU
Battery Cell ImbalanceFault Code 14,517282,31,DCU_ECU
Charging Station MismatchFault Code 28,517283,31,DCU_ECU
Battery State of Charge ErrorFault Code 4,517284,31,DCU_ECU
Isolation Fault DetectedFault Code 13,517285,31,DCU_ECU
HVAC System FaultFault Code 15,517286,31,DCU_ECU
Battery OverheatingFault Code 30,517287,31,DCU_ECU
Powertrain Communication TimeoutFault Code 31,517288,31,DCU_ECU
HVAC System FaultFault Code 6,517289,31,DCU_ECU
Motor Controller FaultFault Code 18,517290,31,DCU_ECU
Isolation Fault DetectedFault Code 29,517291,31,DCU_ECU
Isolation Fault DetectedFault Code 5,517292,31,DCU_ECU
Electric Drive Unit OvercurrentFault Code 14,517293,31,DCU_ECU
Battery Cell ImbalanceFault Code 1,517294,31,DCU_ECU
Motor Controller FaultFault Code 26,517295,31,DCU_ECU
Electric Drive Unit OvercurrentFault Code 12,517296,31,DCU_ECU
Motor Controller FaultFault Code 16,517297,31,DCU_ECU
Battery Cooling System ErrorFault Code 27,517298,31,DCU_ECU
Electric Drive Unit OvercurrentFault Code 24,517299,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 20,517300,31,DCU_ECU
Battery State of Charge ErrorFault Code 4,517301,31,DCU_ECU
Inverter OverloadFault Code 21,517302,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 3,517303,31,DCU_ECU
Isolation Fault DetectedFault Code 19,517304,31,DCU_ECU
Inverter OverloadFault Code 1,517305,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 2,517306,31,DCU_ECU
Battery Cooling System ErrorFault Code 29,517307,31,DCU_ECU
Inverter OverloadFault Code 14,517308,31,DCU_ECU
Regenerative Braking ErrorFault Code 4,517309,31,DCU_ECU
Battery OverheatingFault Code 5,517310,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 3,517311,31,DCU_ECU
Drive Motor OverloadFault Code 15,517312,31,DCU_ECU
Battery Cell ImbalanceFault Code 30,517313,31,DCU_ECU
Thermal Management System FailureFault Code 10,517314,31,DCU_ECU
Motor Controller FaultFault Code 8,517315,31,DCU_ECU
Traction Control System FailureFault Code 26,517316,31,DCU_ECU
Traction Control System FailureFault Code 17,517317,31,DCU_ECU
Drive Motor OverloadFault Code 29,517318,31,DCU_ECU
Powertrain Communication TimeoutFault Code 20,517319,31,DCU_ECU
Traction Control System FailureFault Code 7,517320,31,DCU_ECU
Battery State of Charge ErrorFault Code 14,517321,31,DCU_ECU
DC-DC Converter MalfunctionFault Code 16,517322,31,DCU_ECU
Regenerative Braking ErrorFault Code 25,517323,31,DCU_ECU
Battery State of Charge ErrorFault Code 20,517324,31,DCU_ECU
Charge Port Communication ErrorFault Code 8,517325,31,DCU_ECU
Battery OverheatingFault Code 13,517326,31,DCU_ECU
Battery State of Charge ErrorFault Code 7,517327,31,DCU_ECU
Battery OverheatingFault Code 7,517328,31,DCU_ECU
Charge Port Communication ErrorFault Code 11,517329,31,DCU_ECU
Traction Control System FailureFault Code 23,517330,31,DCU_ECU
Charge Port Communication ErrorFault Code 22,517331,31,DCU_ECU
Drive Motor OverloadFault Code 24,517332,31,DCU_ECU
Thermal Management System FailureFault Code 10,517333,31,DCU_ECU
Inverter OverloadFault Code 20,517334,31,DCU_ECU
Charge Port Communication ErrorFault Code 24,517335,31,DCU_ECU
High Voltage DisconnectFault Code 5,517336,31,DCU_ECU
Charge Port Communication ErrorFault Code 11,517337,31,DCU_ECU
High Voltage DisconnectFault Code 2,517338,31,DCU_ECU
Vehicle Speed Sensor FaultFault Code 17,517339,31,DCU_ECU
Drive Motor OverloadFault Code 8,518362,2,DCU_ECU
Powertrain Communication TimeoutFault Code 22,518394,2,DCU_ECU
High Voltage DisconnectFault Code 18,518385,1,DCU_ECU
Electric Drive Unit OvercurrentFault Code 15,518385,0,DCU_ECU
Battery Cell ImbalanceFault Code 2,518386,6,DCU_ECU
Battery Cell ImbalanceFault Code 18,518388,6,DCU_ECU
Brake Pressure Sensor ErrorFault Code 27,518383,3,DCU_ECU
Battery Cooling System ErrorFault Code 23,518387,6,DCU_ECU
Isolation Fault DetectedFault Code 31,518384,16,DCU_ECU
Traction Control System FailureFault Code 1,518384,17,DCU_ECU
Motor Controller FaultFault Code 25,518384,15,DCU_ECU
Brake Pressure Sensor ErrorFault Code 5,518393,11,DCU_ECU
Charging Station MismatchFault Code 2,518394,12,DCU_ECU
Powertrain Communication TimeoutFault Code 5,518393,14,DCU_ECU
DC-DC Converter MalfunctionFault Code 23,518393,31,DCU_ECU
Charge Port Communication ErrorFault Code 29,518385,2,DCU_ECU
Brake Pressure Sensor ErrorFault Code 21,518395,12,DCU_ECU
Battery Cell ImbalanceFault Code 14,518396,12,DCU_ECU
Inverter OverloadFault Code 25,518397,12,DCU_ECU
DC-DC Converter MalfunctionFault Code 21,518395,2,DCU_ECU
HVAC System FaultFault Code 27,518398,12,DCU_ECU
